Match Number,Round Number,Date,Location,Home Team,Away Team,Result
293,4,21/04/2023 23:05,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,4 - 3
294,4,21/04/2023 23:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,1 - 6
296,4,21/04/2023 23:20,Truist Park,Atlanta Braves,Houston Astros,4 - 6
297,4,22/04/2023 00:05,Globe Life Field,Texas Rangers,Oakland Athletics,4 - 5
298,4,22/04/2023 00:10,Target Field,Minnesota Twins,Washington Nationals,2 - 3
299,4,22/04/2023 00:10,American Family Field,Milwaukee Brewers,Boston Red Sox,3 - 5
300,4,22/04/2023 01:38,Angel Stadium,Los Angeles Angels,Kansas City Royals,2 - 0
301,4,22/04/2023 01:40,Chase Field,Arizona Diamondbacks,San Diego Padres,9 - 0
302,4,22/04/2023 02:10,T-Mobile Park,Seattle Mariners,St. Louis Cardinals,5 - 2
303,4,22/04/2023 02:15,Oracle Park,San Francisco Giants,New York Mets,0 - 7
304,4,22/04/2023 17:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,3 - 2
305,4,22/04/2023 18:10,Target Field,Minnesota Twins,Washington Nationals,4 - 10
306,4,22/04/2023 18:20,Wrigley Field,Chicago Cubs,Los Angeles Dodgers,4 - 9
308,4,22/04/2023 19:05,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,4 - 3
310,4,22/04/2023 19:10,Progressive Field,Cleveland Guardians,Miami Marlins,1 - 6
295,4,22/04/2023 19:15,Progressive Field,Cleveland Guardians,Miami Marlins,1 - 6
307,4,22/04/2023 20:05,Oracle Park,San Francisco Giants,New York Mets,7 - 4
309,4,22/04/2023 20:05,Tropicana Field,Tampa Bay Rays,Chicago White Sox,4 - 3
311,4,22/04/2023 22:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2 - 1
312,4,22/04/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Detroit Tigers,5 - 1
313,4,22/04/2023 23:05,Globe Life Field,Texas Rangers,Oakland Athletics,18 - 3
314,4,22/04/2023 23:10,American Family Field,Milwaukee Brewers,Boston Red Sox,5 - 4
315,4,22/04/2023 23:20,Truist Park,Atlanta Braves,Houston Astros,3 - 6
316,4,23/04/2023 00:10,Chase Field,Arizona Diamondbacks,San Diego Padres,3 - 5
317,4,23/04/2023 01:07,Angel Stadium,Los Angeles Angels,Kansas City Royals,8 - 11
318,4,23/04/2023 01:40,T-Mobile Park,Seattle Mariners,St. Louis Cardinals,5 - 4
319,4,23/04/2023 16:05,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,9 - 3
320,4,23/04/2023 17:35,Truist Park,Atlanta Braves,Houston Astros,2 - 5
321,4,23/04/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Detroit Tigers,2 - 1
322,4,23/04/2023 17:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2 - 0
323,4,23/04/2023 17:35,Yankee Stadium,New York Yankees,Toronto Blue Jays,1 - 5
324,4,23/04/2023 17:40,Tropicana Field,Tampa Bay Rays,Chicago White Sox,4 - 1
325,4,23/04/2023 17:40,Progressive Field,Cleveland Guardians,Miami Marlins,7 - 4
326,4,23/04/2023 18:10,Target Field,Minnesota Twins,Washington Nationals,3 - 1
327,4,23/04/2023 18:10,American Family Field,Milwaukee Brewers,Boston Red Sox,5 - 12
328,4,23/04/2023 18:20,Wrigley Field,Chicago Cubs,Los Angeles Dodgers,3 - 7
329,4,23/04/2023 18:35,Globe Life Field,Texas Rangers,Oakland Athletics,5 - 2
330,4,23/04/2023 20:07,Angel Stadium,Los Angeles Angels,Kansas City Royals,4 - 3
331,4,23/04/2023 20:10,Chase Field,Arizona Diamondbacks,San Diego Padres,5 - 7
332,4,23/04/2023 20:10,T-Mobile Park,Seattle Mariners,St. Louis Cardinals,3 - 7
333,4,23/04/2023 23:10,Oracle Park,San Francisco Giants,New York Mets,5 - 4
334,4,24/04/2023 22:10,Progressive Field,Cleveland Guardians,Colorado Rockies,0 - 6
335,4,24/04/2023 22:35,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,5 - 4
336,4,24/04/2023 22:40,Tropicana Field,Tampa Bay Rays,Houston Astros,8 - 3
337,4,24/04/2023 22:40,Great American Ball Park,Cincinnati Reds,Texas Rangers,7 - 6
338,4,24/04/2023 23:07,Rogers Centre,Toronto Blue Jays,Chicago White Sox,5 - 2
339,4,24/04/2023 23:20,Truist Park,Atlanta Braves,Miami Marlins,11 - 0
340,4,24/04/2023 23:40,Target Field,Minnesota Twins,New York Yankees,6 - 1
341,4,24/04/2023 23:40,American Family Field,Milwaukee Brewers,Detroit Tigers,2 - 4
342,4,25/04/2023 01:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,10 - 11
343,4,25/04/2023 01:40,Chase Field,Arizona Diamondbacks,Kansas City Royals,5 - 4
344,4,25/04/2023 01:45,Oracle Park,San Francisco Giants,St. Louis Cardinals,4 - 0
345,4,25/04/2023 22:10,Progressive Field,Cleveland Guardians,Colorado Rockies,1 - 5
346,4,25/04/2023 22:35,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,6 - 8
347,4,25/04/2023 22:35,PNC Park,Pittsburgh Pirates,Los Angeles Dodgers,7 - 8
348,4,25/04/2023 22:40,Tropicana Field,Tampa Bay Rays,Houston Astros,0 - 5
349,4,25/04/2023 22:40,Great American Ball Park,Cincinnati Reds,Texas Rangers,7 - 6
350,4,25/04/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Seattle Mariners,3 - 5
351,4,25/04/2023 23:07,Rogers Centre,Toronto Blue Jays,Chicago White Sox,7 - 0
352,4,25/04/2023 23:10,Citi Field,New York Mets,Washington Nationals,0 - 5
353,4,25/04/2023 23:20,Truist Park,Atlanta Braves,Miami Marlins,7 - 4
354,4,25/04/2023 23:40,Wrigley Field,Chicago Cubs,San Diego Padres,6 - 0
355,4,25/04/2023 23:40,Target Field,Minnesota Twins,New York Yankees,6 - 2
356,4,25/04/2023 23:40,American Family Field,Milwaukee Brewers,Detroit Tigers,3 - 4
357,4,26/04/2023 01:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,5 - 3
358,4,26/04/2023 01:40,Chase Field,Arizona Diamondbacks,Kansas City Royals,4 - 5
359,4,26/04/2023 01:45,Oracle Park,San Francisco Giants,St. Louis Cardinals,5 - 4
360,5,26/04/2023 16:35,Great American Ball Park,Cincinnati Reds,Texas Rangers,5 - 3
361,5,26/04/2023 17:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,6 - 2
362,5,26/04/2023 17:07,Rogers Centre,Toronto Blue Jays,Chicago White Sox,8 - 0
363,5,26/04/2023 17:10,Progressive Field,Cleveland Guardians,Colorado Rockies,4 - 1
364,5,26/04/2023 17:10,Target Field,Minnesota Twins,New York Yankees,6 - 12
365,5,26/04/2023 17:40,American Family Field,Milwaukee Brewers,Detroit Tigers,6 - 2
366,5,26/04/2023 19:40,Chase Field,Arizona Diamondbacks,Kansas City Royals,2 - 0
367,5,26/04/2023 22:35,PNC Park,Pittsburgh Pirates,Los Angeles Dodgers,8 - 1
368,5,26/04/2023 22:40,Tropicana Field,Tampa Bay Rays,Houston Astros,0 - 1
369,5,26/04/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Seattle Mariners,6 - 5
370,5,26/04/2023 23:10,Citi Field,New York Mets,Washington Nationals,1 - 4
371,5,26/04/2023 23:20,Truist Park,Atlanta Braves,Miami Marlins,6 - 4
372,5,26/04/2023 23:40,Wrigley Field,Chicago Cubs,San Diego Padres,3 - 5
373,5,27/04/2023 01:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,11 - 3
374,5,27/04/2023 01:45,Oracle Park,San Francisco Giants,St. Louis Cardinals,7 - 3
375,5,27/04/2023 16:20,Truist Park,Atlanta Braves,Miami Marlins,4 - 5
376,5,27/04/2023 16:35,PNC Park,Pittsburgh Pirates,Los Angeles Dodgers,6 - 2
377,5,27/04/2023 17:05,Citizens Bank Park,Philadelphia Phillies,Seattle Mariners,1 - 0
378,5,27/04/2023 18:20,Wrigley Field,Chicago Cubs,San Diego Padres,5 - 2
379,5,27/04/2023 19:45,Oracle Park,San Francisco Giants,St. Louis Cardinals,0 - 6
380,5,27/04/2023 20:07,Angel Stadium,Los Angeles Angels,Oakland Athletics,8 - 7
387,5,27/04/2023 22:40,Comerica Park,Detroit Tigers,Baltimore Orioles,4 - 7
382,5,27/04/2023 23:10,Citi Field,New York Mets,Washington Nationals,9 - 8
383,5,27/04/2023 23:10,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,5 - 14
384,5,27/04/2023 23:40,Target Field,Minnesota Twins,Kansas City Royals,7 - 1
385,5,28/04/2023 00:05,Globe Life Field,Texas Rangers,New York Yankees,2 - 4
386,5,28/04/2023 20:10,Target Field,Minnesota Twins,Kansas City Royals,8 - 6
388,5,28/04/2023 22:40,loanDepot park,Miami Marlins,Chicago Cubs,3 - 2
390,5,28/04/2023 23:07,Rogers Centre,Toronto Blue Jays,Seattle Mariners,3 - 2
391,5,28/04/2023 23:10,Fenway Park,Boston Red Sox,Cleveland Guardians,2 - 5
392,5,28/04/2023 23:10,Citi Field,New York Mets,Atlanta Braves,0 - 4
393,5,28/04/2023 23:10,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,2 - 3
394,5,29/04/2023 00:05,Globe Life Field,Texas Rangers,New York Yankees,5 - 2
395,5,29/04/2023 00:10,Minute Maid Park,Houston Astros,Philadelphia Phillies,1 - 3
396,5,29/04/2023 00:10,American Family Field,Milwaukee Brewers,Los Angeles Angels,2 - 1
397,5,29/04/2023 00:40,Coors Field,Colorado Rockies,Arizona Diamondbacks,1 - 9
398,5,29/04/2023 01:40,Oakland Coliseum,Oakland Athletics,Cincinnati Reds,7 - 11
399,5,29/04/2023 02:10,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,7 - 3
381,5,29/04/2023 16:10,Comerica Park,Detroit Tigers,Baltimore Orioles,7 - 4
389,5,29/04/2023 17:05,Nationals Park,Washington Nationals,Pittsburgh Pirates,3 - 6
402,5,29/04/2023 18:10,Target Field,Minnesota Twins,Kansas City Royals,2 - 3
403,5,29/04/2023 19:07,Rogers Centre,Toronto Blue Jays,Seattle Mariners,1 - 0
405,5,29/04/2023 20:05,loanDepot park,Miami Marlins,Chicago Cubs,7 - 6
406,5,29/04/2023 20:07,Oakland Coliseum,Oakland Athletics,Cincinnati Reds,2 - 3
407,5,29/04/2023 20:10,Fenway Park,Boston Red Sox,Cleveland Guardians,8 - 7
401,5,29/04/2023 21:10,Comerica Park,Detroit Tigers,Baltimore Orioles,4 - 6
409,5,29/04/2023 21:10,Minute Maid Park,Houston Astros,Philadelphia Phillies,1 - 6
400,5,29/04/2023 22:05,Nationals Park,Washington Nationals,Pittsburgh Pirates,1 - 16
408,5,29/04/2023 22:05,Estadio Alfredo Harp Helu,San Diego Padres,San Francisco Giants,16 - 11
410,5,29/04/2023 23:05,Globe Life Field,Texas Rangers,New York Yankees,2 - 0
411,5,29/04/2023 23:10,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,3 - 12
412,5,29/04/2023 23:10,American Family Field,Milwaukee Brewers,Los Angeles Angels,7 - 5
413,5,30/04/2023 00:10,Coors Field,Colorado Rockies,Arizona Diamondbacks,4 - 11
414,5,30/04/2023 01:10,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,1 - 0
415,5,30/04/2023 16:05,loanDepot park,Miami Marlins,Chicago Cubs,4 - 3
416,5,30/04/2023 17:35,Fenway Park,Boston Red Sox,Cleveland Guardians,7 - 1
417,5,30/04/2023 17:35,Nationals Park,Washington Nationals,Pittsburgh Pirates,7 - 2
418,5,30/04/2023 17:37,Rogers Centre,Toronto Blue Jays,Seattle Mariners,8 - 10
419,5,30/04/2023 17:40,Comerica Park,Detroit Tigers,Baltimore Orioles,3 - 5
421,5,30/04/2023 18:10,Target Field,Minnesota Twins,Kansas City Royals,8 - 4
422,5,30/04/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,12 - 9
423,5,30/04/2023 18:10,American Family Field,Milwaukee Brewers,Los Angeles Angels,0 - 3
424,5,30/04/2023 18:35,Globe Life Field,Texas Rangers,New York Yankees,15 - 2
426,5,30/04/2023 19:10,Coors Field,Colorado Rockies,Arizona Diamondbacks,12 - 4
425,5,30/04/2023 20:05,Estadio Alfredo Harp Helu,San Diego Padres,San Francisco Giants,6 - 4
427,5,30/04/2023 20:07,Oakland Coliseum,Oakland Athletics,Cincinnati Reds,5 - 4
428,5,30/04/2023 20:10,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,6 - 3
429,5,30/04/2023 23:10,Minute Maid Park,Houston Astros,Philadelphia Phillies,4 - 3
430,5,01/05/2023 17:10,Citi Field,New York Mets,Atlanta Braves,8 - 9
404,5,01/05/2023 17:15,Citi Field,New York Mets,Atlanta Braves,5 - 3
431,5,01/05/2023 23:05,Nationals Park,Washington Nationals,Chicago Cubs,1 - 5
432,5,01/05/2023 23:05,Yankee Stadium,New York Yankees,Cleveland Guardians,2 - 3
433,5,01/05/2023 23:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,6 - 5
434,5,02/05/2023 00:10,Minute Maid Park,Houston Astros,San Francisco Giants,7 - 3
435,5,02/05/2023 01:40,Petco Park,San Diego Padres,Cincinnati Reds,8 - 3
436,5,02/05/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Philadelphia Phillies,13 - 4
438,5,02/05/2023 22:40,Tropicana Field,Tampa Bay Rays,Pittsburgh Pirates,4 - 1
439,5,02/05/2023 22:40,loanDepot park,Miami Marlins,Atlanta Braves,0 - 6
440,5,02/05/2023 23:05,Nationals Park,Washington Nationals,Chicago Cubs,4 - 1
441,5,02/05/2023 23:05,Yankee Stadium,New York Yankees,Cleveland Guardians,4 - 2
442,5,02/05/2023 23:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,7 - 6
443,5,02/05/2023 23:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,3 - 2
444,5,02/05/2023 23:40,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,7 - 11
445,5,02/05/2023 23:45,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,1 - 5
446,5,03/05/2023 00:05,Globe Life Field,Texas Rangers,Arizona Diamondbacks,6 - 4
447,5,03/05/2023 00:10,Minute Maid Park,Houston Astros,San Francisco Giants,0 - 2
448,5,03/05/2023 00:40,Coors Field,Colorado Rockies,Milwaukee Brewers,3 - 2
449,5,03/05/2023 01:40,Petco Park,San Diego Padres,Cincinnati Reds,1 - 2
450,5,03/05/2023 01:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,1 - 2
451,5,03/05/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Philadelphia Phillies,13 - 1
437,5,03/05/2023 17:40,Comerica Park,Detroit Tigers,New York Mets,6 - 5
452,6,03/05/2023 18:05,Globe Life Field,Texas Rangers,Arizona Diamondbacks,7 - 12
453,6,03/05/2023 18:10,Minute Maid Park,Houston Astros,San Francisco Giants,2 - 4
454,6,03/05/2023 20:10,Petco Park,San Diego Padres,Cincinnati Reds,7 - 1
455,6,03/05/2023 20:10,Dodger Stadium,Los Angeles Dodgers,Philadelphia Phillies,10 - 6
456,6,03/05/2023 22:40,Comerica Park,Detroit Tigers,New York Mets,8 - 1
457,6,03/05/2023 22:40,Tropicana Field,Tampa Bay Rays,Pittsburgh Pirates,8 - 1
458,6,03/05/2023 22:40,loanDepot park,Miami Marlins,Atlanta Braves,6 - 14
459,6,03/05/2023 23:05,Nationals Park,Washington Nationals,Chicago Cubs,2 - 1
460,6,03/05/2023 23:05,Yankee Stadium,New York Yankees,Cleveland Guardians,4 - 3
461,6,03/05/2023 23:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,8 - 3
462,6,03/05/2023 23:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,6 - 4
463,6,03/05/2023 23:40,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,6 - 0
464,6,03/05/2023 23:45,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,4 - 6
465,6,04/05/2023 00:40,Coors Field,Colorado Rockies,Milwaukee Brewers,7 - 1
466,6,04/05/2023 01:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,2 - 7
467,6,04/05/2023 17:05,Nationals Park,Washington Nationals,Chicago Cubs,4 - 3
468,6,04/05/2023 17:10,Comerica Park,Detroit Tigers,New York Mets,2 - 0
469,6,04/05/2023 17:10,Tropicana Field,Tampa Bay Rays,Pittsburgh Pirates,3 - 2
470,6,04/05/2023 17:15,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,7 - 11
471,6,04/05/2023 18:10,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,10 - 13
472,6,04/05/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,3 - 7
473,6,04/05/2023 19:10,Coors Field,Colorado Rockies,Milwaukee Brewers,9 - 6
474,6,04/05/2023 19:37,Oakland Coliseum,Oakland Athletics,Seattle Mariners,3 - 5
475,6,04/05/2023 20:10,loanDepot park,Miami Marlins,Atlanta Braves,3 - 6
476,6,04/05/2023 22:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,11 - 5
477,6,05/05/2023 18:20,Wrigley Field,Chicago Cubs,Miami Marlins,4 - 1
478,6,05/05/2023 22:35,PNC Park,Pittsburgh Pirates,Toronto Blue Jays,0 - 4
479,6,05/05/2023 22:40,Great American Ball Park,Cincinnati Reds,Chicago White Sox,4 - 5
480,6,05/05/2023 22:40,Tropicana Field,Tampa Bay Rays,New York Yankees,5 - 4
481,6,05/05/2023 23:05,Citizens Bank Park,Philadelphia Phillies,Boston Red Sox,3 - 5
482,6,05/05/2023 23:10,Citi Field,New York Mets,Colorado Rockies,1 - 0
483,6,05/05/2023 23:10,Progressive Field,Cleveland Guardians,Minnesota Twins,0 - 2
484,6,05/05/2023 23:20,Truist Park,Atlanta Braves,Baltimore Orioles,4 - 9
485,6,06/05/2023 00:10,Kauffman Stadium,Kansas City Royals,Oakland Athletics,8 - 12
486,6,06/05/2023 00:15,Busch Stadium,St. Louis Cardinals,Detroit Tigers,4 - 5
487,6,06/05/2023 01:38,Angel Stadium,Los Angeles Angels,Texas Rangers,5 - 4
488,6,06/05/2023 01:40,Chase Field,Arizona Diamondbacks,Washington Nationals,3 - 1
489,6,06/05/2023 01:40,Petco Park,San Diego Padres,Los Angeles Dodgers,5 - 2
490,6,06/05/2023 02:10,T-Mobile Park,Seattle Mariners,Houston Astros,4 - 6
491,6,06/05/2023 02:15,Oracle Park,San Francisco Giants,Milwaukee Brewers,6 - 4
492,6,06/05/2023 18:15,Busch Stadium,St. Louis Cardinals,Detroit Tigers,5 - 6
493,6,06/05/2023 18:20,Wrigley Field,Chicago Cubs,Miami Marlins,4 - 2
494,6,06/05/2023 20:10,Citi Field,New York Mets,Colorado Rockies,2 - 5
495,6,06/05/2023 20:10,Tropicana Field,Tampa Bay Rays,New York Yankees,2 - 3
496,6,06/05/2023 22:10,Progressive Field,Cleveland Guardians,Minnesota Twins,4 - 3
497,6,06/05/2023 22:35,PNC Park,Pittsburgh Pirates,Toronto Blue Jays,2 - 8
498,6,06/05/2023 22:40,Great American Ball Park,Cincinnati Reds,Chicago White Sox,5 - 3
499,6,06/05/2023 23:10,Kauffman Stadium,Kansas City Royals,Oakland Athletics,4 - 5
500,6,06/05/2023 23:15,Citizens Bank Park,Philadelphia Phillies,Boston Red Sox,4 - 7
501,6,06/05/2023 23:15,Truist Park,Atlanta Braves,Baltimore Orioles,5 - 4
502,6,06/05/2023 23:15,Oracle Park,San Francisco Giants,Milwaukee Brewers,4 - 1
503,6,07/05/2023 00:10,Chase Field,Arizona Diamondbacks,Washington Nationals,8 - 7
504,6,07/05/2023 00:40,Petco Park,San Diego Padres,Los Angeles Dodgers,1 - 2
505,6,07/05/2023 01:07,Angel Stadium,Los Angeles Angels,Texas Rangers,1 - 10
506,6,07/05/2023 01:40,T-Mobile Park,Seattle Mariners,Houston Astros,7 - 5
507,6,07/05/2023 15:35,Truist Park,Atlanta Braves,Baltimore Orioles,3 - 2
508,6,07/05/2023 17:35,PNC Park,Pittsburgh Pirates,Toronto Blue Jays,1 - 10
509,6,07/05/2023 17:35,Citizens Bank Park,Philadelphia Phillies,Boston Red Sox,6 - 1
510,6,07/05/2023 17:40,Citi Field,New York Mets,Colorado Rockies,6 - 13
511,6,07/05/2023 17:40,Progressive Field,Cleveland Guardians,Minnesota Twins,2 - 0
512,6,07/05/2023 17:40,Tropicana Field,Tampa Bay Rays,New York Yankees,8 - 7
513,6,07/05/2023 18:10,Kauffman Stadium,Kansas City Royals,Oakland Athletics,5 - 1
514,6,07/05/2023 18:15,Busch Stadium,St. Louis Cardinals,Detroit Tigers,12 - 6
515,6,07/05/2023 18:20,Wrigley Field,Chicago Cubs,Miami Marlins,4 - 5
516,6,07/05/2023 20:05,Oracle Park,San Francisco Giants,Milwaukee Brewers,3 - 7
517,6,07/05/2023 20:07,Angel Stadium,Los Angeles Angels,Texas Rangers,8 - 16
518,6,07/05/2023 20:10,Chase Field,Arizona Diamondbacks,Washington Nationals,8 - 9
519,6,07/05/2023 20:10,T-Mobile Park,Seattle Mariners,Houston Astros,3 - 1
520,6,07/05/2023 20:10,Great American Ball Park,Cincinnati Reds,Chicago White Sox,4 - 17
521,6,07/05/2023 23:10,Petco Park,San Diego Padres,Los Angeles Dodgers,2 - 5
522,6,08/05/2023 22:10,Progressive Field,Cleveland Guardians,Detroit Tigers,2 - 6
523,6,08/05/2023 22:35,PNC Park,Pittsburgh Pirates,Colorado Rockies,2 - 0
524,6,08/05/2023 22:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,0 - 3
525,6,08/05/2023 23:05,Yankee Stadium,New York Yankees,Oakland Athletics,7 - 2
526,6,08/05/2023 23:40,Wrigley Field,Chicago Cubs,St. Louis Cardinals,1 - 3
527,6,08/05/2023 23:40,Kauffman Stadium,Kansas City Royals,Chicago White Sox,12 - 5
528,6,08/05/2023 23:40,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,9 - 3
529,6,09/05/2023 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,6 - 4
530,6,09/05/2023 01:40,T-Mobile Park,Seattle Mariners,Texas Rangers,1 - 2
531,6,09/05/2023 01:40,Chase Field,Arizona Diamondbacks,Miami Marlins,5 - 2
532,6,09/05/2023 01:45,Oracle Park,San Francisco Giants,Washington Nationals,1 - 5
533,6,09/05/2023 22:10,Progressive Field,Cleveland Guardians,Detroit Tigers,2 - 0
534,6,09/05/2023 22:35,PNC Park,Pittsburgh Pirates,Colorado Rockies,1 - 10
535,6,09/05/2023 22:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,4 - 2
536,6,09/05/2023 22:40,Great American Ball Park,Cincinnati Reds,New York Mets,7 - 6
537,6,09/05/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,8 - 4
538,6,09/05/2023 23:05,Yankee Stadium,New York Yankees,Oakland Athletics,10 - 5
539,6,09/05/2023 23:20,Truist Park,Atlanta Braves,Boston Red Sox,9 - 3
540,6,09/05/2023 23:40,Wrigley Field,Chicago Cubs,St. Louis Cardinals,4 - 6
541,6,09/05/2023 23:40,Target Field,Minnesota Twins,San Diego Padres,1 - 6
542,6,09/05/2023 23:40,Kauffman Stadium,Kansas City Royals,Chicago White Sox,2 - 4
543,6,09/05/2023 23:40,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,2 - 6
544,6,10/05/2023 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,1 - 3
545,6,10/05/2023 01:40,T-Mobile Park,Seattle Mariners,Texas Rangers,5 - 0
546,6,10/05/2023 01:40,Chase Field,Arizona Diamondbacks,Miami Marlins,2 - 6
547,6,10/05/2023 01:45,Oracle Park,San Francisco Giants,Washington Nationals,4 - 1
548,7,10/05/2023 16:35,PNC Park,Pittsburgh Pirates,Colorado Rockies,3 - 4
549,7,10/05/2023 16:35,Yankee Stadium,New York Yankees,Oakland Athletics,11 - 3
550,7,10/05/2023 17:10,Progressive Field,Cleveland Guardians,Detroit Tigers,0 - 5
551,7,10/05/2023 17:40,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,1 - 8
552,7,10/05/2023 19:40,T-Mobile Park,Seattle Mariners,Texas Rangers,3 - 4
553,7,10/05/2023 19:40,Chase Field,Arizona Diamondbacks,Miami Marlins,4 - 5
554,7,10/05/2023 19:45,Oracle Park,San Francisco Giants,Washington Nationals,6 - 11
555,7,10/05/2023 20:05,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,2 - 1
556,7,10/05/2023 20:07,Angel Stadium,Los Angeles Angels,Houston Astros,4 - 5
557,7,10/05/2023 22:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,2 - 1
558,7,10/05/2023 22:40,Great American Ball Park,Cincinnati Reds,New York Mets,1 - 2
559,7,10/05/2023 23:20,Truist Park,Atlanta Braves,Boston Red Sox,2 - 5
560,7,10/05/2023 23:40,Wrigley Field,Chicago Cubs,St. Louis Cardinals,10 - 4
561,7,10/05/2023 23:40,Target Field,Minnesota Twins,San Diego Padres,4 - 3
562,7,10/05/2023 23:40,Kauffman Stadium,Kansas City Royals,Chicago White Sox,9 - 1
563,7,11/05/2023 16:35,Great American Ball Park,Cincinnati Reds,New York Mets,5 - 0
564,7,11/05/2023 17:10,Target Field,Minnesota Twins,San Diego Padres,5 - 3
565,7,11/05/2023 18:10,Kauffman Stadium,Kansas City Royals,Chicago White Sox,4 - 3
566,7,11/05/2023 23:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,2 - 8
567,7,12/05/2023 01:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,2 - 6
568,7,12/05/2023 01:40,Oakland Coliseum,Oakland Athletics,Texas Rangers,0 - 4
569,7,12/05/2023 22:40,Comerica Park,Detroit Tigers,Seattle Mariners,2 - 9
570,7,12/05/2023 22:40,loanDepot park,Miami Marlins,Cincinnati Reds,4 - 7
